Codigo Departamento,Codigo Municipio,Nombre Departamento,Nombre Municipio,Tipo: Municipio / Isla / Area no municipalizada
25,25793,CUNDINAMARCA,TAUSA,Municipio
25,25797,CUNDINAMARCA,TENA,Municipio
25,25799,CUNDINAMARCA,TENJO,Municipio
25,25805,CUNDINAMARCA,TIBACUY,Municipio
25,25807,CUNDINAMARCA,TIBIRITA,Municipio
25,25815,CUNDINAMARCA,TOCAIMA,Municipio
25,25817,CUNDINAMARCA,TOCANCIPA,Municipio
25,25823,CUNDINAMARCA,TOPAIPI,Municipio
25,25839,CUNDINAMARCA,UBALA,Municipio
25,25841,CUNDINAMARCA,UBAQUE,Municipio
25,25843,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,Municipio
25,25845,CUNDINAMARCA,UNE,Municipio
25,25851,CUNDINAMARCA,UTICA,Municipio
25,25862,CUNDINAMARCA,VERGARA,Municipio
25,25867,CUNDINAMARCA,VIANI,Municipio
25,25871,CUNDINAMARCA,VILLAGOMEZ,Municipio
25,25873,CUNDINAMARCA,VILLAPINZON,Municipio
25,25875,CUNDINAMARCA,VILLETA,Municipio
25,25878,CUNDINAMARCA,VIOTA,Municipio
25,25885,CUNDINAMARCA,YACOPI,Municipio
25,25898,CUNDINAMARCA,ZIPACON,Municipio
25,25899,CUNDINAMARCA,ZIPAQUIRA,Municipio
27,27001,CHOCO,QUIBDO,Municipio
27,27006,CHOCO,ACANDI,Municipio
27,27025,CHOCO,ALTO BAUDO,Municipio
27,27050,CHOCO,ATRATO,Municipio
27,27073,CHOCO,BAGADO,Municipio
27,27075,CHOCO,BAHIA SOLANO,Municipio
27,27077,CHOCO,BAJO BAUDO,Municipio
27,27099,CHOCO,BOJAYA,Municipio
27,27135,CHOCO,EL CANTON DEL SAN PABLO,Municipio
27,27150,CHOCO,CARMEN DEL DARIEN,Municipio
27,27160,CHOCO,CERTEGUI,Municipio
27,27205,CHOCO,CONDOTO,Municipio
27,27245,CHOCO,EL CARMEN DE ATRATO,Municipio
27,27250,CHOCO,EL LITORAL DEL SAN JUAN,Municipio
27,27361,CHOCO,ISTMINA,Municipio
27,27372,CHOCO,JURADO,Municipio
27,27413,CHOCO,LLORO,Municipio
27,27425,CHOCO,MEDIO ATRATO,Municipio
27,27430,CHOCO,MEDIO BAUDO,Municipio
27,27450,CHOCO,MEDIO SAN JUAN,Municipio
27,27491,CHOCO,NOVITA,Municipio
27,27495,CHOCO,NUQUI,Municipio
27,27580,CHOCO,RIO IRO,Municipio
27,27600,CHOCO,RIO QUITO,Municipio
27,27615,CHOCO,RIOSUCIO,Municipio
27,27660,CHOCO,SAN JOSE DEL PALMAR,Municipio
27,27745,CHOCO,SIPI,Municipio
27,27787,CHOCO,TADO,Municipio
27,27800,CHOCO,UNGUIA,Municipio
27,27810,CHOCO,UNION PANAMERICANA,Municipio
41,41001,HUILA,NEIVA,Municipio
41,41006,HUILA,ACEVEDO,Municipio
41,41013,HUILA,AGRADO,Municipio
41,41016,HUILA,AIPE,Municipio
